genome	species	repgenome	repgenome_n50	repgenome_dataset	label	clade
GCA_017199635.1_PDT000942860.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37212	ncbi	human	II
GCA_017199615.1_PDT000942859.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37605	ncbi	human	II
GCA_017199595.1_PDT000942863.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	42963	ncbi	human	II
GCA_017199575.1_PDT000942861.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36569	ncbi	human	II
GCA_017199555.1_PDT000942865.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	50001	ncbi	human	II
GCA_017199515.1_PDT000942867.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46542	ncbi	human	II
GCA_017199495.1_PDT000942866.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36740	ncbi	human	II
GCA_017199435.1_PDT000942868.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37615	ncbi	human	II
GCA_017199055.1_PDT000942894.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30179	ncbi	human	II
GCA_017199035.1_PDT000942897.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36533	ncbi	human	II
GCA_017199015.1_PDT000942898.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34687	ncbi	human	II
GCA_017198995.1_PDT000942895.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36569	ncbi	human	II
GCA_017198955.1_PDT000942899.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34663	ncbi	human	II
GCA_017198935.1_PDT000942900.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34687	ncbi	human	II
GCA_017198915.1_PDT000942901.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34599	ncbi	human	II
GCA_017198895.1_PDT000942904.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34783	ncbi	human	II
GCA_017198875.1_PDT000942902.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32573	ncbi	human	II
GCA_017198835.1_PDT000942907.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	35859	ncbi	human	II
GCA_017198815.1_PDT000942906.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34793	ncbi	human	II
GCA_017198795.1_PDT000942905.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34837	ncbi	human	II
GCA_017198775.1_PDT000942908.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37154	ncbi	human	II
GCA_017197075.1_PDT000942985.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34673	ncbi	human	II
GCA_017197055.1_PDT000942986.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33292	ncbi	human	II
GCA_017197035.1_PDT000942987.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34695	ncbi	human	II
GCA_017197015.1_PDT000942988.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37214	ncbi	human	II
GCA_017196975.1_PDT000942989.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34836	ncbi	human	II
GCA_017196995.1_PDT000942990.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31529	ncbi	human	II
GCA_017196955.1_PDT000942994.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34118	ncbi	human	II
GCA_017196935.1_PDT000942991.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34653	ncbi	human	II
GCA_017196895.1_PDT000942996.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34653	ncbi	human	II
GCA_017196875.1_PDT000942995.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34688	ncbi	human	II
GCA_017196855.1_PDT000942993.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31896	ncbi	human	II
GCA_017196835.1_PDT000942997.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34653	ncbi	human	II
GCA_017196815.1_PDT000942998.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	28601	ncbi	human	II
GCA_017196775.1_PDT000942999.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34962	ncbi	human	II
GCA_017196735.1_PDT000943000.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34118	ncbi	human	II
GCA_017196745.1_PDT000943001.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34819	ncbi	human	II
GCA_017196715.1_PDT000943002.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34816	ncbi	human	II
GCA_017196675.1_PDT000943004.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34653	ncbi	human	II
GCA_017196635.1_PDT000943006.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37000	ncbi	human	II
GCA_017196655.1_PDT000943005.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34118	ncbi	human	II
GCA_017196615.1_PDT000943008.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32552	ncbi	human	II
GCA_017196595.1_PDT000943007.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37151	ncbi	human	II
GCA_017196575.1_PDT000943010.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34962	ncbi	human	II
GCA_017196555.1_PDT000943011.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36998	ncbi	human	II
GCA_017196535.1_PDT000943009.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33842	ncbi	human	II
GCA_017196515.1_PDT000943012.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31704	ncbi	human	II
GCA_017196495.1_PDT000943013.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36562	ncbi	human	II
GCA_017196455.1_PDT000943016.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37146	ncbi	human	II
GCA_017196435.1_PDT000943015.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34832	ncbi	human	II
GCA_017196415.1_PDT000943017.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32552	ncbi	human	II
GCA_017196395.1_PDT000943018.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34687	ncbi	human	II
GCA_017196375.1_PDT000943020.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38249	ncbi	human	II
GCA_017196335.1_PDT000943022.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37152	ncbi	human	II
GCA_017196355.1_PDT000943027.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37000	ncbi	human	II
GCA_017196315.1_PDT000943037.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36998	ncbi	human	II
GCA_017196295.1_PDT000943030.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33264	ncbi	human	II
GCA_017196275.1_PDT000943029.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37253	ncbi	human	II
GCA_017196255.1_PDT000943035.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40376	ncbi	human	II
GCA_017196215.1_PDT000943019.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34597	ncbi	human	II
GCA_017196195.1_PDT000943021.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34687	ncbi	human	II
GCA_017196155.1_PDT000943026.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34673	ncbi	human	II
GCA_017196135.1_PDT000943023.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37148	ncbi	human	II
GCA_017196115.1_PDT000943024.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37000	ncbi	human	II
GCA_017196095.1_PDT000943028.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37148	ncbi	human	II
GCA_017196035.1_PDT000943033.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34959	ncbi	human	II
GCA_017196065.1_PDT000943031.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	28719	ncbi	human	II
GCA_017196055.1_PDT000943032.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37000	ncbi	human	II
GCA_017196015.1_PDT000943034.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38922	ncbi	human	II
GCA_017195975.1_PDT000943038.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34789	ncbi	human	II
GCA_017195995.1_PDT000943039.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37146	ncbi	human	II
GCA_017195955.1_PDT000943041.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37146	ncbi	human	II
GCA_017195935.1_PDT000943040.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37146	ncbi	human	II
GCA_017195915.1_PDT000943042.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38922	ncbi	human	II
GCA_017195895.1_PDT000943046.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34962	ncbi	human	II
GCA_017195875.1_PDT000943043.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32960	ncbi	human	II
GCA_017195855.1_PDT000943044.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34687	ncbi	human	II
GCA_017195835.1_PDT000943045.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37146	ncbi	human	II
GCA_017184875.1_PDT000943740.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	153880	ncbi	animal	I
GCA_017139775.1_PDT000947812.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	57240	ncbi	animal	I
GCA_017139695.1_PDT000947813.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	99350	ncbi	animal	I
GCA_017139315.1_PDT000947810.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	66843	ncbi	animal	I
GCA_017139115.1_PDT000947820.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	69267	ncbi	animal	I
GCA_017138955.1_PDT000947809.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	64752	ncbi	animal	I
GCA_017138915.1_PDT000947808.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	94115	ncbi	animal	I
GCA_017138895.1_PDT000947818.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	68052	ncbi	animal	I
GCA_017102345.1_PDT000974172.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30016	ncbi	human	II
GCA_017102125.1_PDT000974199.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25548	ncbi	human	II
GCA_017101825.1_PDT000974223.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26164	ncbi	human	II
GCA_017101685.1_PDT000974189.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27042	ncbi	human	II
GCA_017101615.1_PDT000974206.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	14093	ncbi	human	II
GCA_017101515.1_PDT000974213.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25559	ncbi	human	II
GCA_017101495.1_PDT000974212.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	17454	ncbi	human	II
GCA_017101255.1_PDT000974229.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23075	ncbi	human	II
GCA_017101215.1_PDT000974227.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23059	ncbi	human	II
GCA_017101195.1_PDT000974228.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24704	ncbi	human	II
GCA_017101175.1_PDT000974224.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32048	ncbi	human	II
GCA_017100475.1_PDT000974254.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	19147	ncbi	human	II
GCA_017100195.1_PDT000974266.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	20981	ncbi	human	II
GCA_017100135.1_PDT000974286.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	17557	ncbi	human	II
GCA_017100065.1_PDT000974279.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32049	ncbi	human	II
GCA_017100025.1_PDT000974282.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24180	ncbi	human	II
GCA_017099795.1_PDT000974297.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37347	ncbi	human	II
GCA_017099675.1_PDT000974288.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27682	ncbi	human	II
GCA_017099515.1_PDT000974306.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23076	ncbi	human	II
GCA_017099215.1_PDT000974295.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	21184	ncbi	human	II
GCA_017098685.1_PDT000974318.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	28043	ncbi	human	II
GCA_017098665.1_PDT000974344.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30818	ncbi	human	II
GCA_017098645.1_PDT000974345.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24416	ncbi	human	II
GCA_017098345.1_PDT000974356.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27594	ncbi	human	II
GCA_017098145.1_PDT000974363.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24628	ncbi	human	II
GCA_017097745.1_PDT000974379.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25213	ncbi	human	II
GCA_017097685.1_PDT000974392.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32540	ncbi	human	II
GCA_017097445.1_PDT000974400.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	17150	ncbi	human	II
GCA_017097125.1_PDT000974408.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24379	ncbi	human	II
GCA_017097045.1_PDT000974415.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25306	ncbi	human	II
GCA_017096985.1_PDT000974411.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23745	ncbi	human	II
GCA_017096585.1_PDT000974450.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	21718	ncbi	human	II
GCA_017096505.1_PDT000974412.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30822	ncbi	human	II
GCA_017102045.1_PDT000974192.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30658	ncbi	human	II
GCA_017096265.1_PDT000974447.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23410	ncbi	human	II
GCA_017096225.1_PDT000974459.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	28047	ncbi	human	II
GCA_017096185.1_PDT000974454.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	20362	ncbi	human	II
GCA_017096165.1_PDT000974455.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	16237	ncbi	human	II
GCA_017096125.1_PDT000974456.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25079	ncbi	human	II
GCA_017096105.1_PDT000974461.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26263	ncbi	human	II
GCA_017096065.1_PDT000974460.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23614	ncbi	human	II
GCA_017095965.1_PDT000974466.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	28191	ncbi	human	II
GCA_017095945.1_PDT000974467.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25502	ncbi	human	II
GCA_017095925.1_PDT000974475.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25228	ncbi	human	II
GCA_017095845.1_PDT000974477.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	16138	ncbi	human	II
GCA_017095725.1_PDT000974483.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25705	ncbi	human	II
GCA_017095285.1_PDT000974522.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	21486	ncbi	human	II
GCA_017095165.1_PDT000974496.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26708	ncbi	human	II
GCA_017095005.1_PDT000974513.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	21393	ncbi	human	II
GCA_017094865.1_PDT000974528.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	19124	ncbi	human	II
GCA_017094845.1_PDT000974539.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32178	ncbi	human	II
GCA_017094685.1_PDT000974514.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34427	ncbi	human	II
GCA_017094405.1_PDT000974531.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33489	ncbi	human	II
GCA_017094325.1_PDT000974538.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25166	ncbi	human	II
GCA_017094065.1_PDT000974545.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30664	ncbi	human	II
GCA_017093685.1_PDT000974564.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31843	ncbi	human	II
GCA_017093445.1_PDT000974583.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23821	ncbi	human	II
GCA_017093425.1_PDT000974593.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31843	ncbi	human	II
GCA_017093325.1_PDT000974594.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	39224	ncbi	human	II
GCA_017093305.1_PDT000974595.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23649	ncbi	human	II
GCA_017092825.1_PDT000974592.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22031	ncbi	human	II
GCA_017092705.1_PDT000974614.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25502	ncbi	human	II
GCA_017092545.1_PDT000974631.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27607	ncbi	human	II
GCA_017092525.1_PDT000974632.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30071	ncbi	human	II
GCA_017092445.1_PDT000974615.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24757	ncbi	human	II
GCA_017092365.1_PDT000974635.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25253	ncbi	human	II
GCA_017092325.1_PDT000974640.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23832	ncbi	human	II
GCA_017092285.1_PDT000974644.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23830	ncbi	human	II
GCA_017092265.1_PDT000974643.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27902	ncbi	human	II
GCA_017092185.1_PDT000974646.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23064	ncbi	human	II
GCA_017091825.1_PDT000974659.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32176	ncbi	human	II
GCA_017091745.1_PDT000974664.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32535	ncbi	human	II
GCA_017091725.1_PDT000974662.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24605	ncbi	human	II
GCA_017091645.1_PDT000974677.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26819	ncbi	human	II
GCA_017091625.1_PDT000974678.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25224	ncbi	human	II
GCA_017091505.1_PDT000974674.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23055	ncbi	human	II
GCA_017091485.1_PDT000974679.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26693	ncbi	human	II
GCA_017091385.1_PDT000974690.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24614	ncbi	human	II
GCA_017091405.1_PDT000974691.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	16376	ncbi	human	II
GCA_017090845.1_PDT000974720.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23830	ncbi	human	II
GCA_017090365.1_PDT000974689.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22780	ncbi	human	II
GCA_017088885.1_PDT000974724.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32602	ncbi	human	II
GCA_017088805.1_PDT000974735.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34330	ncbi	human	II
GCA_017088745.1_PDT000974739.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36282	ncbi	human	II
GCA_017088205.1_PDT000974760.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23077	ncbi	human	II
GCA_017088165.1_PDT000974757.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40810	ncbi	human	II
GCA_017088145.1_PDT000974771.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32166	ncbi	human	II
GCA_017088125.1_PDT000974763.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25125	ncbi	human	II
GCA_017088105.1_PDT000974764.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	20610	ncbi	human	II
GCA_017088085.1_PDT000974765.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25502	ncbi	human	II
GCA_017088015.1_PDT000974784.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23831	ncbi	human	II
GCA_017087905.1_PDT000974762.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24321	ncbi	human	II
GCA_017087845.1_PDT000974758.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27737	ncbi	human	II
GCA_017087805.1_PDT000974779.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	44939	ncbi	human	II
GCA_017087605.1_PDT000974801.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25724	ncbi	human	II
GCA_017087545.1_PDT000974803.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	19564	ncbi	human	II
GCA_017087485.1_PDT000974787.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23076	ncbi	human	II
GCA_017087345.1_PDT000974796.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25252	ncbi	human	II
GCA_017087285.1_PDT000974799.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25935	ncbi	human	II
GCA_017087245.1_PDT000974807.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26145	ncbi	human	II
GCA_017087265.1_PDT000974806.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22028	ncbi	human	II
GCA_017086895.1_PDT000974847.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24383	ncbi	human	II
GCA_017086645.1_PDT000974820.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27645	ncbi	human	II
GCA_017086245.1_PDT000974821.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40437	ncbi	human	II
GCA_017086165.1_PDT000974818.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26960	ncbi	human	II
GCA_017085985.1_PDT000974873.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25502	ncbi	human	II
GCA_017085945.1_PDT000974825.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26605	ncbi	human	II
GCA_017085825.1_PDT000974833.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	35338	ncbi	human	II
GCA_017085745.1_PDT000974844.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33438	ncbi	human	II
GCA_017085705.1_PDT000974852.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36508	ncbi	human	II
GCA_017085545.1_PDT000974839.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29296	ncbi	human	II
GCA_017092045.1_PDT000974657.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32611	ncbi	human	II
GCA_017085385.1_PDT000974857.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26142	ncbi	human	II
GCA_017085065.1_PDT000974861.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23830	ncbi	human	II
GCA_017085045.1_PDT000974864.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37345	ncbi	human	II
GCA_017084985.1_PDT000974886.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	28603	ncbi	human	II
GCA_017084945.1_PDT000974884.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	28600	ncbi	human	II
GCA_017084765.1_PDT000974894.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23831	ncbi	human	II
GCA_017084605.1_PDT000974897.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23940	ncbi	human	II
GCA_017084585.1_PDT000974895.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22026	ncbi	human	II
GCA_017084565.1_PDT000974896.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	35023	ncbi	human	II
GCA_017084425.1_PDT000974899.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	21912	ncbi	human	II
GCA_017084345.1_PDT000974910.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24847	ncbi	human	II
GCA_017084265.1_PDT000974911.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	19126	ncbi	human	II
GCA_017084245.1_PDT000974915.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25547	ncbi	human	II
GCA_017084065.1_PDT000974916.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27693	ncbi	human	II
GCA_017084025.1_PDT000974962.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27723	ncbi	human	II
GCA_017083685.1_PDT000974947.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46219	ncbi	human	II
GCA_017083525.1_PDT000974959.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23885	ncbi	human	II
GCA_017083465.1_PDT000974954.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	20252	ncbi	human	II
GCA_017088505.1_PDT000974756.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37405	ncbi	human	II
GCA_017085365.1_PDT000974860.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34117	ncbi	human	II
GCA_017083705.1_PDT000974955.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37204	ncbi	human	II
GCA_017068435.1_ASM1706843v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	46763	ncbi	food	I
GCA_017068415.1_ASM1706841v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	46443	ncbi	food	I
GCA_016982735.1_PDT000968273.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29491	ncbi	human	II
GCA_016982635.1_PDT000968277.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22239	ncbi	human	II
GCA_016982655.1_PDT000968276.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23653	ncbi	human	II
GCA_016982675.1_PDT000968275.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30202	ncbi	human	II
GCA_016982615.1_PDT000968281.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34933	ncbi	human	II
GCA_016982595.1_PDT000968278.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	21953	ncbi	human	II
GCA_016982575.1_PDT000968279.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	13252	ncbi	human	II
GCA_016982535.1_PDT000968282.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29195	ncbi	human	II
GCA_016982555.1_PDT000968280.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	21972	ncbi	human	II
GCA_016982495.1_PDT000968287.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30835	ncbi	human	II
GCA_016982515.1_PDT000968283.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31406	ncbi	human	II
