genome	completeness	contamination	strain_heterogeneity	genome_size	phylosift_flag	n50	num_comp	dataset
GCA_903819025.1_EFS_5.4	98.99	98.99	100.0	5855472	36.0	165452	83	ncbi
GCA_903819035.1_EFS_5.6	98.99	98.99	100.0	5854243	36.0	165837	104	ncbi
GCA_903819045.1_EFS_5.5	98.99	98.99	100.0	5855625	36.0	203513	108	ncbi
GCA_903819055.1_EFS_5.9	98.99	98.99	100.0	5855997	36.0	150003	103	ncbi
GCA_903819065.1_EFS_5.3	98.99	98.99	100.0	5864502	36.0	156350	105	ncbi
GCA_903819075.1_EFS_5.18	98.99	98.99	100.0	5858491	36.0	145828	96	ncbi
GCA_903819085.1_EFS_5.8	98.99	98.99	100.0	5849728	36.0	104934	141	ncbi
GCA_903819095.1_EFS_5.7	98.99	98.99	100.0	5851635	36.0	136859	116	ncbi
GCA_903819105.1_EFS_5.2	98.99	98.99	100.0	5856816	36.0	239417	91	ncbi
GCA_904419365.1_Chicken_16_mag_170	97.64	0.34	0.0	2000040	0.0	58384	69	ncbi
GCA_905120545.1_26975_1_66	98.99	0.0	0.0	2870101	0.0	2769854	4	ncbi
GCA_905120785.1_26975_1_70	98.99	0.0	0.0	3030786	0.0	2936331	3	ncbi
GCA_000982595.1_JH2	98.99	0.0	0.0	2864628	0.0	29883	172	ncbi
GCA_015497115.1_PDT000694059.1	98.99	0.0	0.0	3040649	0.0	51240	164	ncbi
GCA_015497155.1_PDT000694049.1	98.99	0.0	0.0	2842095	0.0	32418	189	ncbi
GCA_015497175.1_PDT000694052.1	98.99	1.01	100.0	3007230	0.0	47471	160	ncbi
GCA_015498335.1_PDT000693982.1	98.99	5.05	100.0	3167843	1.0	37154	211	ncbi
GCA_015498725.1_PDT000693950.1	98.99	2.02	100.0	3119359	1.0	40240	192	ncbi
GCA_015498955.1_PDT000693944.1	98.99	0.0	0.0	3003989	0.0	40183	172	ncbi
GCA_015500135.1_PDT000623430.1	98.99	1.01	100.0	2794371	0.0	80008	97	ncbi
GCA_015500175.1_PDT000618763.1	98.99	0.0	0.0	3180695	0.0	27933	255	ncbi
GCA_015500195.1_PDT000620245.1	98.99	0.0	0.0	2549118	0.0	83470	83	ncbi
GCA_015500215.1_PDT000619050.1	98.99	0.0	0.0	3056576	0.0	20362	302	ncbi
GCA_015500225.1_PDT000619094.1	98.99	4.04	100.0	3064301	0.0	32498	216	ncbi
GCA_015500255.1_PDT000618723.1	98.99	4.04	100.0	3027100	0.0	32497	226	ncbi
GCA_015500275.1_PDT000619083.1	98.99	4.04	100.0	3100009	0.0	32496	228	ncbi
GCA_015500295.1_PDT000619049.1	98.99	2.02	100.0	3139432	0.0	28001	276	ncbi
GCA_015500315.1_PDT000619038.1	98.99	1.01	100.0	3054743	0.0	25588	261	ncbi
GCA_015500335.1_PDT000618990.1	98.99	0.0	0.0	3097129	0.0	16060	422	ncbi
GCA_015500355.1_PDT000618946.1	98.99	0.0	0.0	3100519	0.0	30413	257	ncbi
GCA_015500395.1_PDT000618876.1	98.99	0.0	0.0	3091498	0.0	21988	302	ncbi
GCA_015500415.1_PDT000618896.1	98.99	1.01	100.0	3078574	0.0	25194	274	ncbi
GCA_015500435.1_PDT000618865.1	98.99	0.0	0.0	3105246	0.0	25194	294	ncbi
GCA_015500455.1_PDT000618854.1	98.99	0.0	0.0	2967064	0.0	17148	354	ncbi
GCA_015500475.1_PDT000618734.1	98.99	1.01	100.0	2993158	0.0	27901	242	ncbi
GCA_015500495.1_PDT000618803.1	98.99	0.0	0.0	3078548	0.0	22026	338	ncbi
GCA_015501105.1_PDT000592058.1	98.99	0.0	0.0	2808385	0.0	30331	231	ncbi
GCA_015501165.1_PDT000592073.1	98.99	0.0	0.0	2812187	0.0	74079	93	ncbi
GCA_015501195.1_PDT000620239.1	98.99	3.87	100.0	2810246	0.0	28276	301	ncbi
GCA_015501335.1_PDT000619016.1	98.99	4.04	100.0	2982900	0.0	31540	228	ncbi
GCA_015501415.1_PDT000618805.1	98.99	0.0	0.0	3098444	0.0	28601	271	ncbi
GCA_015501455.1_PDT000618806.1	98.99	1.01	100.0	3088208	0.0	28591	266	ncbi
GCA_015501565.1_PDT000592082.1	98.99	0.0	0.0	2573599	0.0	58256	98	ncbi
GCA_015501675.1_PDT000592048.1	98.99	0.0	0.0	2879425	0.0	26663	212	ncbi
GCA_015501695.1_PDT000592084.1	98.99	0.0	0.0	3038120	0.0	106501	94	ncbi
GCA_015501715.1_PDT000590135.1	98.99	0.0	0.0	3113839	0.0	96523	96	ncbi
GCA_015501735.1_PDT000618707.1	98.99	0.0	0.0	3058142	0.0	19933	321	ncbi
GCA_015501855.1_PDT000582101.1	98.99	0.0	0.0	2918342	0.0	30463	254	ncbi
GCA_015501875.1_PDT000592085.1	98.99	0.0	0.0	3050876	0.0	38652	194	ncbi
GCA_015501895.1_PDT000592093.1	98.99	0.0	0.0	2931573	0.0	117047	86	ncbi
GCA_015501915.1_PDT000592083.1	98.99	0.0	0.0	3003073	0.0	28918	268	ncbi
GCA_015502425.1_PDT000581868.1	98.99	0.0	0.0	2987161	0.0	39096	202	ncbi
GCA_015502545.1_PDT000581748.1	98.99	0.0	0.0	2963844	0.0	30465	258	ncbi
GCA_015502625.1_PDT000551869.1	98.99	0.0	0.0	2720823	0.0	65814	106	ncbi
GCA_015502645.1_PDT000551861.1	98.99	0.0	0.0	2953983	0.0	78782	114	ncbi
GCA_015502665.1_PDT000551868.1	98.99	0.0	0.0	2732491	0.0	30896	202	ncbi
GCA_015503145.1_PDT000548117.1	98.99	0.0	0.0	2756027	0.0	75705	74	ncbi
GCA_015503185.1_PDT000494483.1	98.99	0.0	0.0	3023518	0.0	288704	55	ncbi
GCA_015503205.1_PDT000494500.1	98.99	0.0	0.0	2807764	0.0	51149	126	ncbi
GCA_015503225.1_PDT000494478.1	98.99	0.0	0.0	2879410	0.0	209492	56	ncbi
GCA_015503235.1_PDT000494482.1	98.99	0.0	0.0	2784181	0.0	219948	69	ncbi
GCA_015503265.1_PDT000491391.1	98.99	2.02	100.0	3052906	0.0	71008	105	ncbi
GCA_015503285.1_PDT000491401.1	98.99	0.0	0.0	2711883	0.0	107572	48	ncbi
GCA_015503305.1_PDT000491399.1	98.99	0.0	0.0	2935289	0.0	124370	65	ncbi
GCA_015503325.1_PDT000491395.1	98.99	0.0	0.0	2909780	0.0	76270	90	ncbi
GCA_015503345.1_PDT000487526.1	98.99	0.0	0.0	2767051	0.0	67778	112	ncbi
GCA_015503365.1_PDT000487531.1	98.99	0.0	0.0	2713063	0.0	96354	79	ncbi
GCA_015503425.1_PDT000487524.1	98.99	0.0	0.0	2756231	0.0	114413	79	ncbi
GCA_015503445.1_PDT000481394.1	98.99	0.0	0.0	2709526	0.0	68112	92	ncbi
GCA_015503465.1_PDT000481377.1	98.99	0.0	0.0	2567917	0.0	126964	64	ncbi
GCA_015503485.1_PDT000481395.1	98.99	0.0	0.0	2900142	0.0	120491	74	ncbi
GCA_015503505.1_PDT000487523.1	98.99	0.0	0.0	2752895	0.0	50923	139	ncbi
GCA_015503525.1_PDT000481386.1	98.99	1.01	100.0	2977160	0.0	97288	84	ncbi
GCA_015503545.1_PDT000481373.1	98.99	0.0	0.0	2965008	0.0	108619	102	ncbi
GCA_015503565.1_PDT000487504.1	98.99	0.0	0.0	2720828	0.0	71830	114	ncbi
GCA_015503585.1_PDT000481381.1	98.99	0.0	0.0	2850965	0.0	134588	69	ncbi
GCA_015503605.1_PDT000481367.1	98.99	0.0	0.0	2848609	0.0	71957	103	ncbi
GCA_015503625.1_PDT000481388.1	98.99	0.0	0.0	2899032	0.0	74300	86	ncbi
GCA_015503665.1_PDT000480641.1	98.99	0.0	0.0	2482546	0.0	40415	148	ncbi
GCA_015504765.1_PDT000494487.1	98.99	0.0	0.0	2642934	0.0	91196	64	ncbi
GCA_015504805.1_PDT000522029.1	98.99	0.0	0.0	2925615	0.0	50387	169	ncbi
GCA_015504825.1_PDT000471084.1	98.99	0.0	0.0	2779696	0.0	122309	44	ncbi
GCA_015504845.1_PDT000480636.1	98.99	0.0	0.0	2902056	0.0	31934	205	ncbi
GCA_015504865.1_PDT000459757.1	98.99	0.0	0.0	2524193	0.0	74717	80	ncbi
GCA_015504875.1_PDT000459793.1	98.99	0.0	0.0	2724151	0.0	163744	65	ncbi
GCA_015504905.1_PDT000459783.1	98.99	0.0	0.0	2755659	0.0	88453	95	ncbi
GCA_015504925.1_PDT000471081.1	98.99	0.0	0.0	2870269	0.0	141470	74	ncbi
GCA_015504985.1_PDT000459771.1	98.99	0.0	0.0	2868315	0.0	184971	50	ncbi
GCA_015505005.1_PDT000471083.1	98.99	0.0	0.0	2924161	0.0	66128	97	ncbi
GCA_015505025.1_PDT000459779.1	98.99	0.0	0.0	3058141	0.0	103583	90	ncbi
GCA_015505045.1_PDT000459788.1	98.99	0.0	0.0	2527417	0.0	32689	199	ncbi
GCA_015505065.1_PDT000459776.1	98.99	0.0	0.0	2887499	0.0	76614	85	ncbi
GCA_015505085.1_PDT000459767.1	98.99	2.02	100.0	2856538	0.0	78149	97	ncbi
GCA_015505105.1_PDT000459770.1	98.99	0.0	0.0	2650498	0.0	93756	70	ncbi
GCA_015505115.1_PDT000459755.1	98.99	0.0	0.0	2905633	0.0	144406	68	ncbi
GCA_015505145.1_PDT000459765.1	98.99	0.0	0.0	2940554	0.0	115896	150	ncbi
GCA_015505165.1_PDT000444834.1	98.99	0.0	0.0	2661095	0.0	59285	119	ncbi
GCA_015505185.1_PDT000444828.1	98.99	0.0	0.0	2652299	0.0	53348	123	ncbi
GCA_015505205.1_PDT000424647.1	98.99	0.0	0.0	2590957	0.0	63573	88	ncbi
GCA_015505225.1_PDT000424641.1	98.99	0.0	0.0	2732989	0.0	57673	131	ncbi
GCA_015505245.1_PDT000444821.1	98.99	0.0	0.0	2807682	0.0	51220	163	ncbi
GCA_015505265.1_PDT000424640.1	98.99	0.0	0.0	2682406	0.0	93446	65	ncbi
GCA_015505285.1_PDT000424642.1	98.99	0.0	0.0	2651282	0.0	51021	111	ncbi
GCA_015505305.1_PDT000424636.1	98.99	0.0	0.0	2796476	0.0	159352	74	ncbi
GCA_015505325.1_PDT000424639.1	98.99	0.0	0.0	3077177	0.0	52288	145	ncbi
GCA_015505345.1_PDT000424633.1	98.99	0.51	100.0	2851997	0.0	29279	187	ncbi
GCA_015505355.1_PDT000423352.1	98.99	2.02	100.0	2964847	0.0	279051	35	ncbi
GCA_015505365.1_PDT000417457.1	98.99	0.0	0.0	2773970	0.0	42406	102	ncbi
GCA_015505375.1_PDT000417468.1	98.99	2.02	100.0	2785677	0.0	67067	101	ncbi
GCA_015505385.1_PDT000423351.1	98.99	0.0	0.0	2485990	0.0	39047	151	ncbi
GCA_015505445.1_PDT000417452.1	98.99	0.0	0.0	2630132	0.0	89533	81	ncbi
GCA_015505455.1_PDT000417458.1	98.99	0.0	0.0	2596550	0.0	59792	110	ncbi
GCA_015505465.1_PDT000417451.1	98.99	0.0	0.0	2785925	0.0	67956	88	ncbi
GCA_015505475.1_PDT000403458.1	98.99	0.0	0.0	2805227	0.0	18681	302	ncbi
GCA_015505485.1_PDT000411251.1	98.99	0.0	0.0	2668428	0.0	143742	56	ncbi
GCA_015505545.1_PDT000411105.1	98.99	0.0	0.0	3200239	0.0	96235	90	ncbi
GCA_015505565.1_PDT000403466.1	98.99	0.0	0.0	2907942	0.0	68057	98	ncbi
GCA_015505585.1_PDT000411111.1	98.99	0.0	0.0	2801294	0.0	106404	79	ncbi
GCA_015505605.1_PDT000403459.1	98.99	0.0	0.0	2730822	0.0	61121	84	ncbi
GCA_015505625.1_PDT000411117.1	98.99	0.0	0.0	2838036	0.0	86066	93	ncbi
GCA_015505645.1_PDT000410982.1	98.99	0.0	0.0	2497611	0.0	109709	68	ncbi
GCA_015505665.1_PDT000411102.1	98.99	3.03	100.0	2729139	0.0	270715	30	ncbi
GCA_015505685.1_PDT000411104.1	98.99	0.51	100.0	3182399	0.0	130847	94	ncbi
GCA_015505705.1_PDT000410977.1	98.99	0.0	0.0	2635610	0.0	44779	171	ncbi
GCA_015505725.1_PDT000410978.1	98.99	0.0	0.0	2792806	0.0	61695	118	ncbi
GCA_015505745.1_PDT000410976.1	98.99	0.0	0.0	2923420	0.0	103621	61	ncbi
GCA_015505765.1_PDT000410971.1	98.99	0.0	0.0	2831711	0.0	86610	78	ncbi
GCA_015505785.1_PDT000410968.1	98.99	0.0	0.0	2745570	0.0	69615	89	ncbi
GCA_015505805.1_PDT000410967.1	98.99	0.0	0.0	2561168	0.0	32730	170	ncbi
GCA_015505825.1_PDT000410974.1	98.99	0.0	0.0	2477738	0.0	37201	139	ncbi
GCA_015505845.1_PDT000410964.1	98.99	0.0	0.0	2848080	0.0	38154	153	ncbi
GCA_015505865.1_PDT000409149.1	98.99	0.0	0.0	2888660	0.0	114795	85	ncbi
GCA_015505885.1_PDT000403453.1	98.99	0.0	0.0	2829137	0.0	79925	99	ncbi
GCA_015505905.1_PDT000406629.1	98.99	0.0	0.0	3190227	0.0	76903	140	ncbi
GCA_015505935.1_PDT000406630.1	98.99	0.0	0.0	2741740	0.0	68505	91	ncbi
GCA_015505955.1_PDT000403457.1	98.99	0.0	0.0	2657436	0.0	91196	61	ncbi
GCA_015505975.1_PDT000406627.1	98.99	0.0	0.0	2754247	0.0	49731	121	ncbi
GCA_015505995.1_PDT000403467.1	98.99	0.0	0.0	2725645	0.0	54119	120	ncbi
GCA_015506015.1_PDT000406623.1	98.99	0.0	0.0	2649551	0.0	119594	73	ncbi
GCA_015506035.1_PDT000399554.1	98.99	0.51	100.0	2994598	0.0	112878	65	ncbi
GCA_015506055.1_PDT000403456.1	98.99	1.01	100.0	3194848	0.0	65690	96	ncbi
GCA_015506075.1_PDT000399552.1	98.99	0.0	0.0	3100088	0.0	65015	140	ncbi
GCA_015506095.1_PDT000391607.1	98.99	0.0	0.0	2508787	0.0	55093	114	ncbi
GCA_015506115.1_PDT000395577.1	98.99	0.0	0.0	2734926	0.0	91776	65	ncbi
GCA_015506135.1_PDT000399551.1	98.99	0.0	0.0	2913711	0.0	150040	93	ncbi
GCA_015506155.1_PDT000399546.1	98.99	0.0	0.0	2657469	0.0	80767	75	ncbi
GCA_015506175.1_PDT000399542.1	98.99	0.0	0.0	2882066	0.0	64442	113	ncbi
GCA_015506195.1_PDT000393128.1	98.99	0.51	100.0	3027044	0.0	160895	46	ncbi
GCA_015506215.1_PDT000391601.1	98.99	1.01	100.0	3033745	0.0	70063	91	ncbi
GCA_015506235.1_PDT000391603.1	98.99	0.0	0.0	2935732	0.0	104328	72	ncbi
GCA_015506255.1_PDT000391591.1	98.99	0.0	0.0	2838129	0.0	59202	117	ncbi
GCA_015506275.1_PDT000391592.1	98.99	0.34	0.0	2816860	0.0	46479	164	ncbi
GCA_015506295.1_PDT000391597.1	98.99	0.0	0.0	2646463	0.0	58489	102	ncbi
GCA_015506315.1_PDT000390786.1	98.99	0.0	0.0	3066309	0.0	99370	63	ncbi
GCA_015506335.1_PDT000391594.1	98.99	1.01	100.0	2839095	0.0	81713	108	ncbi
GCA_015506355.1_PDT000391589.1	98.99	0.0	0.0	2471405	0.0	55672	123	ncbi
GCA_015506375.1_PDT000390785.1	98.99	0.51	100.0	3111614	0.0	101436	82	ncbi
GCA_015506395.1_PDT000390797.1	98.99	0.0	0.0	2595007	0.0	146382	36	ncbi
GCA_015506415.1_PDT000390791.1	98.99	0.0	0.0	2838698	0.0	145120	80	ncbi
GCA_015506435.1_PDT000390798.1	98.99	0.51	100.0	2748119	0.0	101210	58	ncbi
GCA_015506455.1_PDT000387408.1	98.99	0.0	0.0	2484210	0.0	76495	85	ncbi
GCA_015506475.1_PDT000386230.1	98.99	1.01	100.0	2795680	0.0	136119	59	ncbi
GCA_015506495.1_PDT000390795.1	98.99	0.0	0.0	2912854	0.0	80146	89	ncbi
GCA_015506515.1_PDT000417460.1	98.99	0.0	0.0	2498465	0.0	62589	93	ncbi
GCA_015506535.1_PDT000417465.1	98.99	0.0	0.0	2790081	0.0	74609	67	ncbi
GCA_015506555.1_PDT000417454.1	98.99	0.0	0.0	2719908	0.0	76102	90	ncbi
GCA_015506575.1_PDT000387447.1	98.99	0.0	0.0	2962041	0.0	90846	84	ncbi
GCA_015506595.1_PDT000423342.1	98.99	0.0	0.0	3014828	0.0	174184	50	ncbi
GCA_015506615.1_PDT000420732.1	98.99	0.0	0.0	2571555	0.0	91984	84	ncbi
GCA_015506635.1_PDT000423340.1	98.99	0.0	0.0	3017607	0.0	152590	55	ncbi
GCA_015506655.1_PDT000372232.1	98.99	0.0	0.0	3063391	0.0	167357	46	ncbi
GCA_015506675.1_PDT000387179.1	98.99	2.02	100.0	2749419	0.0	133130	63	ncbi
GCA_015506695.1_PDT000381409.1	98.99	0.0	0.0	2584851	0.0	54419	122	ncbi
GCA_015506715.1_PDT000384559.1	98.99	0.0	0.0	2871806	0.0	59621	115	ncbi
GCA_015506735.1_PDT000384870.1	98.99	0.0	0.0	2870702	0.0	74842	101	ncbi
GCA_015506755.1_PDT000384869.1	98.99	0.0	0.0	2598488	0.0	66628	80	ncbi
GCA_015506775.1_PDT000384556.1	98.99	0.0	0.0	2634583	0.0	75507	138	ncbi
GCA_015506795.1_PDT000381415.1	98.99	7.07	100.0	2947306	21.0	94196	84	ncbi
GCA_015506815.1_PDT000384555.1	98.99	0.0	0.0	2989554	0.0	81630	98	ncbi
GCA_015506835.1_PDT000384557.1	98.99	0.0	0.0	2676201	0.0	63204	107	ncbi
GCA_015506855.1_PDT000381413.1	98.99	0.0	0.0	2950572	0.0	59248	137	ncbi
GCA_015506875.1_PDT000384872.1	98.99	0.0	0.0	2607323	0.0	59068	125	ncbi
GCA_015506895.1_PDT000372236.1	98.99	0.0	0.0	2578300	0.0	28342	161	ncbi
GCA_015506935.1_PDT000376994.1	98.99	0.0	0.0	2858797	0.0	91236	76	ncbi
GCA_015506955.1_PDT000372221.1	98.99	0.0	0.0	2924717	0.0	49168	155	ncbi
GCA_015506975.1_PDT000381406.1	98.99	0.0	0.0	2699206	0.0	99399	72	ncbi
GCA_015507015.1_PDT000376980.1	98.99	0.0	0.0	2892120	0.0	59532	132	ncbi
GCA_015507055.1_PDT000372292.1	98.99	0.0	0.0	2905500	0.0	45295	161	ncbi
GCA_015507095.1_PDT000372214.1	98.99	0.0	0.0	2807118	0.0	56125	153	ncbi
GCA_015507115.1_PDT000375021.1	98.99	0.0	0.0	2758910	0.0	92405	68	ncbi
GCA_015507135.1_PDT000375017.1	98.99	0.0	0.0	2959163	0.0	78240	114	ncbi
GCA_015507145.1_PDT000375028.1	98.99	1.01	100.0	2957136	0.0	83935	105	ncbi
GCA_015507175.1_PDT000372210.1	98.99	0.0	0.0	3236914	0.0	142233	67	ncbi
GCA_015507195.1_PDT000375016.1	98.99	0.0	0.0	2757542	0.0	81226	75	ncbi
GCA_015507215.1_PDT000372296.1	98.99	0.0	0.0	2827033	0.0	69315	118	ncbi
GCA_015507235.1_PDT000372274.1	98.99	0.51	100.0	2896177	0.0	21432	302	ncbi
GCA_015507255.1_PDT000372261.1	98.99	0.0	0.0	3003187	0.0	51754	174	ncbi
GCA_015507275.1_PDT000372195.1	98.99	0.0	0.0	3119328	0.0	21629	282	ncbi
GCA_015507295.1_PDT000372197.1	98.99	0.0	0.0	2698380	0.0	34930	193	ncbi
GCA_015507315.1_PDT000372269.1	98.99	0.0	0.0	2578424	0.0	55523	95	ncbi
GCA_015507335.1_PDT000372196.1	98.99	0.0	0.0	2773107	0.0	36933	172	ncbi
GCA_015507355.1_PDT000372535.1	98.99	1.01	100.0	2891392	0.0	59466	96	ncbi
GCA_015507375.1_PDT000372239.1	98.99	0.0	0.0	2808400	0.0	75261	76	ncbi
GCA_015507395.1_PDT000368453.1	98.99	0.0	0.0	2555532	0.0	87846	82	ncbi
GCA_015507415.1_PDT000381405.1	98.99	1.01	100.0	2960602	0.0	90121	97	ncbi
GCA_015507435.1_PDT000372223.1	98.99	0.0	0.0	2958305	0.0	19042	307	ncbi
GCA_015507455.1_PDT000367285.1	98.99	0.0	0.0	2879964	0.0	77910	111	ncbi
GCA_015507475.1_PDT000375032.1	98.99	3.03	100.0	2855688	0.0	47418	117	ncbi
GCA_015507495.1_PDT000367282.1	98.99	0.0	0.0	2692028	0.0	84996	82	ncbi
GCA_015507515.1_PDT000368448.1	98.99	0.0	0.0	2654287	0.0	71902	109	ncbi
GCA_015507535.1_PDT000366465.1	98.99	1.01	100.0	2940696	0.0	49682	149	ncbi
GCA_015507555.1_PDT000366476.1	98.99	1.01	100.0	2791999	0.0	62541	124	ncbi
GCA_015507575.1_PDT000372272.1	98.99	0.0	0.0	2874671	0.0	38369	178	ncbi
GCA_015507595.1_PDT000366462.1	98.99	0.0	0.0	2846430	0.0	40225	141	ncbi
GCA_015507615.1_PDT000366477.1	98.99	0.0	0.0	2705326	0.0	37179	166	ncbi
GCA_015507635.1_PDT000365705.1	98.99	0.0	0.0	3087902	0.0	79392	117	ncbi
GCA_015507655.1_PDT000367281.1	98.99	1.01	100.0	2946637	0.0	111478	90	ncbi
GCA_015507675.1_PDT000366461.1	98.99	0.0	0.0	2805727	0.0	47670	131	ncbi
GCA_015507695.1_PDT000366454.1	98.99	0.0	0.0	2715441	0.0	50988	113	ncbi
GCA_015507715.1_PDT000365691.1	98.99	0.0	0.0	2864772	0.0	44957	119	ncbi
GCA_015507735.1_PDT000362800.1	98.99	0.0	0.0	3023873	0.0	89793	91	ncbi
GCA_015507745.1_PDT000362787.1	98.99	0.0	0.0	2802969	0.0	48590	138	ncbi
GCA_015507775.1_PDT000362798.1	98.99	2.02	100.0	2768602	23.0	81450	77	ncbi
GCA_015507795.1_PDT000366439.1	98.99	0.0	0.0	2708692	0.0	34564	152	ncbi
GCA_015507815.1_PDT000362784.1	98.99	0.0	0.0	2720561	0.0	72138	121	ncbi
GCA_015507835.1_PDT000362795.1	98.99	0.0	0.0	3226469	0.0	54549	188	ncbi
GCA_015507855.1_PDT000362789.1	98.99	0.0	0.0	2872433	0.0	42992	178	ncbi
GCA_015507875.1_PDT000362783.1	98.99	0.0	0.0	2590296	0.0	66253	91	ncbi
GCA_015507895.1_PDT000356775.1	98.99	0.0	0.0	2895286	0.0	30893	192	ncbi
GCA_015507915.1_PDT000362786.1	98.99	5.05	100.0	2995876	23.0	115401	75	ncbi
GCA_015507925.1_PDT000356763.1	98.99	0.0	0.0	2822930	0.0	25483	224	ncbi
GCA_015507955.1_PDT000362782.1	98.99	0.0	0.0	2841007	0.0	45535	168	ncbi
GCA_015507975.1_PDT000356751.1	98.99	0.0	0.0	2660293	0.0	34513	214	ncbi
GCA_015507995.1_PDT000356777.1	98.99	0.0	0.0	2988848	0.0	95617	106	ncbi
GCA_015508015.1_PDT000355837.1	98.99	0.0	0.0	2703644	0.0	89935	103	ncbi
GCA_015508035.1_PDT000355732.1	98.99	0.0	0.0	2654590	0.0	51235	99	ncbi
GCA_015508055.1_PDT000355832.1	98.99	0.0	0.0	3080018	0.0	59125	130	ncbi
GCA_015508075.1_PDT000355719.1	98.99	0.0	0.0	3061153	0.0	124245	75	ncbi
GCA_015508095.1_PDT000355731.1	98.99	0.0	0.0	2947343	0.0	59193	121	ncbi
GCA_015508115.1_PDT000355721.1	98.99	0.0	0.0	2784611	0.0	86363	61	ncbi
GCA_015508135.1_PDT000355665.1	98.99	0.0	0.0	2671542	0.0	58495	82	ncbi
GCA_015508155.1_PDT000355676.1	98.99	0.0	0.0	2825960	0.0	89923	61	ncbi
GCA_015508175.1_PDT000355727.1	98.99	0.0	0.0	2838258	0.0	65107	107	ncbi
GCA_015508195.1_PDT000355736.1	98.99	0.51	100.0	3090792	0.0	94103	75	ncbi
GCA_015508215.1_PDT000355655.1	98.99	0.0	0.0	2715551	0.0	55657	116	ncbi
GCA_015508235.1_PDT000355713.1	98.99	0.0	0.0	2855438	0.0	61086	107	ncbi
GCA_015508255.1_PDT000355728.1	98.99	0.0	0.0	2565764	0.0	29715	206	ncbi
GCA_015508275.1_PDT000355720.1	98.99	0.0	0.0	3196277	0.0	99590	91	ncbi
GCA_015508295.1_PDT000355707.1	98.99	1.01	100.0	2716050	0.0	44076	123	ncbi
GCA_015508315.1_PDT000355663.1	98.99	0.0	0.0	3011646	0.0	87551	100	ncbi
GCA_015508335.1_PDT000355653.1	98.99	0.0	0.0	2697120	0.0	169554	73	ncbi
GCA_015508355.1_PDT000355650.1	98.99	0.0	0.0	2602210	0.0	41891	146	ncbi
GCA_015508375.1_PDT000355647.1	98.99	0.0	0.0	2993900	0.0	51612	138	ncbi
GCA_015508395.1_PDT000355641.1	98.99	0.0	0.0	2671787	0.0	51151	134	ncbi
GCA_015508415.1_PDT000355104.1	98.99	0.0	0.0	2661626	0.0	84268	76	ncbi
GCA_015508435.1_PDT000355642.1	98.99	2.02	100.0	2701092	0.0	73051	85	ncbi
GCA_015508455.1_PDT000347935.1	98.99	0.0	0.0	2778715	0.0	98535	76	ncbi
GCA_015508505.1_PDT000347909.1	98.99	0.0	0.0	2641745	0.0	168186	69	ncbi
GCA_015508555.1_PDT000347956.1	98.99	0.0	0.0	2866389	0.0	67585	114	ncbi
GCA_015508575.1_PDT000347936.1	98.99	0.0	0.0	2770672	0.0	187402	66	ncbi
GCA_015508595.1_PDT000350323.1	98.99	0.0	0.0	3025075	0.0	68358	140	ncbi
GCA_015508625.1_PDT000350311.1	98.99	1.01	100.0	3194390	0.0	145128	49	ncbi
GCA_015508645.1_PDT000350321.1	98.99	0.0	0.0	2808624	0.0	64284	110	ncbi
GCA_015508665.1_PDT000347554.2	98.99	0.0	0.0	2661847	0.0	29477	229	ncbi
GCA_015508685.1_PDT000347985.1	98.99	0.0	0.0	2485446	0.0	55320	125	ncbi
GCA_015508705.1_PDT000347557.2	98.99	0.0	0.0	2762126	0.0	82995	89	ncbi
GCA_015508725.1_PDT000347553.2	98.99	0.0	0.0	2855252	0.0	34130	198	ncbi
GCA_015508745.1_PDT000347918.1	98.99	0.0	0.0	2809895	0.0	69215	85	ncbi
GCA_015508765.1_PDT000347546.2	98.99	0.0	0.0	2705273	0.0	30653	166	ncbi
GCA_015508785.1_PDT000347550.2	98.99	0.0	0.0	2850056	0.0	28579	212	ncbi
GCA_015508815.1_PDT000337242.1	98.99	0.0	0.0	2841271	0.0	48290	178	ncbi
GCA_015508835.1_PDT000347548.2	98.99	0.0	0.0	2606465	0.0	41097	178	ncbi
GCA_015508845.1_PDT000347549.2	98.99	0.0	0.0	2576448	0.0	23976	255	ncbi
GCA_015508875.1_PDT000347551.2	98.99	0.0	0.0	2724840	0.0	47520	153	ncbi
GCA_015508905.1_PDT000347545.2	98.99	0.0	0.0	2684218	0.0	75444	99	ncbi
GCA_015508925.1_PDT000347544.2	98.99	0.0	0.0	2363408	0.0	18141	283	ncbi
GCA_015508945.1_PDT000347541.2	98.99	0.0	0.0	2559424	0.0	46548	131	ncbi
GCA_015508955.1_PDT000340993.1	98.99	0.0	0.0	2577817	0.0	49796	149	ncbi
GCA_015508985.1_PDT000341394.1	98.99	0.0	0.0	2830765	0.0	59134	125	ncbi
GCA_015509015.1_PDT000337246.1	97.98	0.0	0.0	2438458	0.0	12204	426	ncbi
GCA_015509035.1_PDT000341392.1	98.99	1.01	100.0	2882262	0.0	161535	39	ncbi
GCA_015509055.1_PDT000341385.1	98.99	0.0	0.0	2801797	0.0	64961	106	ncbi
GCA_015509075.1_PDT000341393.1	98.99	0.0	0.0	2732619	0.0	215678	30	ncbi
GCA_015509095.1_PDT000341378.1	98.99	1.52	100.0	3241132	0.0	196612	49	ncbi
GCA_015509115.1_PDT000341376.1	98.99	0.0	0.0	2968043	0.0	36273	193	ncbi
